OrderID,Product,QuantityOrdered,PriceEach,Street,City,ZIP,Month,Hour,OrderDateTime
305345,Flatscreen TV,1,300,327 Madison St,Los Angeles (CA),90001,Dec,18,2019-12-19T18:37:00Z
305346,USB-C Charging Cable,1,11.95,494 2nd St,Atlanta (GA),30301,Dec,8,2019-12-04T08:49:00Z
305347,Apple Airpods Headphones,1,150,736 Jefferson St,Los Angeles (CA),90001,Dec,18,2019-12-03T18:43:00Z
305348,AA Batteries (4-pack),1,3.84,834 Maple St,Los Angeles (CA),90001,Dec,12,2019-12-20T12:54:00Z
305349,Wired Headphones,1,11.99,311 Willow St,Los Angeles (CA),90001,Dec,13,2019-12-24T13:09:00Z
305350,Lightning Charging Cable,1,14.95,587 9th St,Los Angeles (CA),90001,Dec,12,2019-12-19T12:42:00Z
305351,Apple Airpods Headphones,1,150,50 11th St,San Francisco (CA),94016,Dec,16,2019-12-22T16:37:00Z
305351,Google Phone,1,600,50 11th St,San Francisco (CA),94016,Dec,16,2019-12-22T16:37:00Z
305352,34in Ultrawide Monitor,1,379.99,539 Main St,San Francisco (CA),94016,Dec,15,2019-12-25T15:28:00Z
305353,AA Batteries (4-pack),1,3.84,657 Willow St,Portland (OR),97035,Dec,9,2019-12-01T09:39:00Z
305354,USB-C Charging Cable,1,11.95,933 Church St,Austin (TX),73301,Dec,16,2019-12-03T16:13:00Z
305355,Wired Headphones,1,11.99,431 South St,New York City (NY),10001,Dec,10,2019-12-13T10:14:00Z
305356,AA Batteries (4-pack),3,3.84,462 Elm St,New York City (NY),10001,Dec,8,2019-12-23T08:54:00Z
305357,Lightning Charging Cable,1,14.95,659 Jackson St,Los Angeles (CA),90001,Dec,18,2019-12-20T18:40:00Z
305358,Wired Headphones,1,11.99,458 9th St,Los Angeles (CA),90001,Dec,11,2019-12-01T11:58:00Z
305359,USB-C Charging Cable,1,11.95,104 Jackson St,San Francisco (CA),94016,Dec,16,2019-12-03T16:08:00Z
305360,USB-C Charging Cable,1,11.95,443 Wilson St,San Francisco (CA),94016,Dec,17,2019-12-21T17:04:00Z
305361,USB-C Charging Cable,1,11.95,69 Wilson St,San Francisco (CA),94016,Dec,22,2019-12-18T22:22:00Z
305362,Wired Headphones,1,11.99,943 4th St,Atlanta (GA),30301,Dec,18,2019-12-14T18:19:00Z
305363,ThinkPad Laptop,1,999.99,212 Hill St,San Francisco (CA),94016,Dec,15,2019-12-03T15:10:00Z
305364,iPhone,1,700,627 14th St,Boston (MA),02215,Dec,12,2019-12-08T12:25:00Z
305365,Bose SoundSport Headphones,1,99.99,58 Dogwood St,Seattle (WA),98101,Dec,21,2019-12-27T21:25:00Z
305366,AA Batteries (4-pack),1,3.84,634 Lincoln St,Boston (MA),02215,Dec,16,2019-12-20T16:19:00Z
305367,Lightning Charging Cable,2,14.95,636 6th St,New York City (NY),10001,Dec,11,2019-12-11T11:51:00Z
305368,USB-C Charging Cable,1,11.95,64 Lincoln St,San Francisco (CA),94016,Dec,15,2019-12-05T15:25:00Z
305369,AAA Batteries (4-pack),2,2.99,137 Cherry St,Seattle (WA),98101,Dec,12,2019-12-20T12:48:00Z
305370,AA Batteries (4-pack),3,3.84,156 Dogwood St,San Francisco (CA),94016,Dec,12,2019-12-04T12:45:00Z
305371,Wired Headphones,1,11.99,514 12th St,New York City (NY),10001,Dec,12,2019-12-21T12:38:00Z
305372,USB-C Charging Cable,1,11.95,885 West St,San Francisco (CA),94016,Dec,19,2019-12-25T19:47:00Z
305373,27in 4K Gaming Monitor,1,389.99,493 4th St,Los Angeles (CA),90001,Dec,17,2019-12-23T17:24:00Z
305374,Lightning Charging Cable,1,14.95,922 5th St,Portland (ME),04101,Dec,13,2019-12-27T13:54:00Z
305375,Lightning Charging Cable,1,14.95,899 Wilson St,San Francisco (CA),94016,Dec,13,2019-12-14T13:13:00Z
305376,Apple Airpods Headphones,1,150,718 10th St,New York City (NY),10001,Dec,19,2019-12-27T19:11:00Z
305377,AAA Batteries (4-pack),1,2.99,920 2nd St,Dallas (TX),75001,Dec,18,2019-12-28T18:26:00Z
305378,Apple Airpods Headphones,1,150,645 West St,Austin (TX),73301,Dec,10,2019-12-19T10:03:00Z
305379,AAA Batteries (4-pack),1,2.99,575 Lincoln St,San Francisco (CA),94016,Dec,11,2019-12-07T11:32:00Z
305380,ThinkPad Laptop,1,999.99,25 Meadow St,New York City (NY),10001,Dec,19,2019-12-27T19:13:00Z
305381,Flatscreen TV,1,300,387 Church St,New York City (NY),10001,Dec,0,2019-12-11T00:28:00Z
305382,27in FHD Monitor,1,149.99,996 Ridge St,Boston (MA),02215,Dec,21,2019-12-05T21:14:00Z
305382,Apple Airpods Headphones,1,150,996 Ridge St,Boston (MA),02215,Dec,21,2019-12-05T21:14:00Z
305383,Vareebadd Phone,1,400,192 2nd St,Boston (MA),02215,Dec,19,2019-12-24T19:54:00Z
305384,USB-C Charging Cable,1,11.95,307 River St,San Francisco (CA),94016,Dec,16,2019-12-11T16:11:00Z
305385,27in FHD Monitor,1,149.99,827 Johnson St,Boston (MA),02215,Dec,14,2019-12-07T14:16:00Z
305386,Bose SoundSport Headphones,1,99.99,658 5th St,Austin (TX),73301,Dec,19,2019-12-03T19:26:00Z
305387,AAA Batteries (4-pack),1,2.99,947 11th St,Boston (MA),02215,Dec,18,2019-12-15T18:31:00Z
305388,Bose SoundSport Headphones,1,99.99,351 13th St,San Francisco (CA),94016,Dec,21,2019-12-25T21:22:00Z
305389,Wired Headphones,1,11.99,731 6th St,Seattle (WA),98101,Dec,12,2019-12-17T12:35:00Z
305390,Lightning Charging Cable,1,14.95,601 Lakeview St,Atlanta (GA),30301,Dec,16,2019-12-05T16:59:00Z
305391,AAA Batteries (4-pack),1,2.99,465 Maple St,San Francisco (CA),94016,Dec,8,2019-12-18T08:15:00Z
305392,AA Batteries (4-pack),1,3.84,867 7th St,Dallas (TX),75001,Dec,9,2019-12-27T09:45:00Z
305393,Lightning Charging Cable,1,14.95,10 Walnut St,Dallas (TX),75001,Dec,9,2019-12-12T09:52:00Z
305394,USB-C Charging Cable,1,11.95,838 Cedar St,Dallas (TX),75001,Dec,7,2019-12-19T07:53:00Z
305395,Flatscreen TV,1,300,692 Hickory St,Los Angeles (CA),90001,Dec,19,2019-12-19T19:03:00Z
305396,Flatscreen TV,1,300,474 8th St,Dallas (TX),75001,Dec,17,2019-12-23T17:26:00Z
305397,USB-C Charging Cable,1,11.95,497 10th St,New York City (NY),10001,Dec,15,2019-12-30T15:27:00Z
305398,AAA Batteries (4-pack),1,2.99,843 West St,Portland (OR),97035,Dec,15,2019-12-29T15:48:00Z
305399,AA Batteries (4-pack),1,3.84,748 Jefferson St,New York City (NY),10001,Dec,13,2019-12-02T13:19:00Z
305400,34in Ultrawide Monitor,1,379.99,491 Jefferson St,Los Angeles (CA),90001,Dec,6,2019-12-05T06:40:00Z
305401,Apple Airpods Headphones,1,150,537 10th St,Dallas (TX),75001,Dec,21,2019-12-07T21:24:00Z
305402,ThinkPad Laptop,1,999.99,538 9th St,New York City (NY),10001,Dec,20,2019-12-10T20:29:00Z
305403,Google Phone,1,600,209 Hill St,Austin (TX),73301,Dec,13,2019-12-19T13:14:00Z
305404,AA Batteries (4-pack),3,3.84,762 Spruce St,Portland (ME),04101,Dec,14,2019-12-14T14:40:00Z
305405,Apple Airpods Headphones,1,150,966 Meadow St,Dallas (TX),75001,Dec,12,2019-12-31T12:02:00Z
305406,USB-C Charging Cable,1,11.95,824 Adams St,New York City (NY),10001,Dec,23,2019-12-20T23:24:00Z
305407,AAA Batteries (4-pack),2,2.99,695 Lake St,New York City (NY),10001,Dec,23,2019-12-26T23:41:00Z
305408,Bose SoundSport Headphones,1,99.99,397 11th St,San Francisco (CA),94016,Dec,19,2019-12-20T19:52:00Z
305409,27in FHD Monitor,1,149.99,941 Pine St,New York City (NY),10001,Dec,11,2019-12-19T11:53:00Z
305410,Flatscreen TV,1,300,90 Hill St,Boston (MA),02215,Dec,21,2019-12-18T21:20:00Z
305411,AA Batteries (4-pack),1,3.84,489 Elm St,San Francisco (CA),94016,Dec,22,2019-12-26T22:08:00Z
305412,27in FHD Monitor,1,149.99,278 Wilson St,New York City (NY),10001,Dec,8,2019-12-24T08:58:00Z
305413,Wired Headphones,2,11.99,550 4th St,San Francisco (CA),94016,Dec,22,2019-12-02T22:16:00Z
305414,USB-C Charging Cable,1,11.95,596 9th St,Los Angeles (CA),90001,Dec,17,2019-12-30T17:15:00Z
305415,AA Batteries (4-pack),1,3.84,118 Sunset St,San Francisco (CA),94016,Dec,21,2019-12-14T21:38:00Z
305416,AA Batteries (4-pack),2,3.84,343 1st St,San Francisco (CA),94016,Dec,17,2019-12-22T17:15:00Z
305417,AAA Batteries (4-pack),2,2.99,560 Park St,Seattle (WA),98101,Dec,22,2019-12-11T22:44:00Z
305418,Macbook Pro Laptop,1,1700,21 Chestnut St,Portland (OR),97035,Dec,13,2019-12-03T13:48:00Z
305419,27in 4K Gaming Monitor,1,389.99,635 Lincoln St,Los Angeles (CA),90001,Dec,13,2019-12-02T13:53:00Z
305420,AA Batteries (4-pack),1,3.84,6 Ridge St,San Francisco (CA),94016,Dec,21,2019-12-31T21:58:00Z
305421,Macbook Pro Laptop,1,1700,898 West St,Atlanta (GA),30301,Dec,16,2019-12-29T16:16:00Z
305422,Wired Headphones,1,11.99,730 River St,Los Angeles (CA),90001,Dec,19,2019-12-20T19:51:00Z
305423,Wired Headphones,1,11.99,702 Chestnut St,San Francisco (CA),94016,Dec,10,2019-12-31T10:58:00Z
305423,Wired Headphones,1,11.99,702 Chestnut St,San Francisco (CA),94016,Dec,10,2019-12-31T10:58:00Z
305424,Apple Airpods Headphones,1,150,949 14th St,Atlanta (GA),30301,Dec,10,2019-12-23T10:48:00Z
305425,Google Phone,1,600,179 5th St,San Francisco (CA),94016,Dec,12,2019-12-24T12:27:00Z
305426,Lightning Charging Cable,1,14.95,666 Jefferson St,New York City (NY),10001,Dec,0,2019-12-30T00:04:00Z
305427,AA Batteries (4-pack),2,3.84,794 Church St,San Francisco (CA),94016,Dec,6,2019-12-16T06:29:00Z
305428,Bose SoundSport Headphones,1,99.99,96 South St,San Francisco (CA),94016,Dec,17,2019-12-19T17:57:00Z
305429,Lightning Charging Cable,1,14.95,108 Church St,Seattle (WA),98101,Dec,17,2019-12-13T17:57:00Z
305430,27in FHD Monitor,1,149.99,528 Lincoln St,New York City (NY),10001,Dec,18,2019-12-21T18:34:00Z
305431,Wired Headphones,1,11.99,499 Madison St,Austin (TX),73301,Dec,23,2019-12-12T23:54:00Z
305432,Lightning Charging Cable,1,14.95,931 Dogwood St,San Francisco (CA),94016,Dec,21,2019-12-24T21:12:00Z
305433,AA Batteries (4-pack),1,3.84,473 10th St,Dallas (TX),75001,Dec,11,2019-12-14T11:29:00Z
305434,AAA Batteries (4-pack),1,2.99,984 Pine St,Boston (MA),02215,Dec,18,2019-12-06T18:40:00Z
305435,Lightning Charging Cable,2,14.95,471 Jefferson St,Atlanta (GA),30301,Dec,6,2019-12-23T06:48:00Z
305436,Lightning Charging Cable,1,14.95,591 Adams St,Los Angeles (CA),90001,Dec,22,2019-12-26T22:10:00Z
305437,AA Batteries (4-pack),2,3.84,57 Center St,San Francisco (CA),94016,Dec,13,2019-12-09T13:12:00Z
305438,Macbook Pro Laptop,1,1700,366 5th St,Los Angeles (CA),90001,Dec,19,2019-12-10T19:46:00Z
305438,27in FHD Monitor,1,149.99,366 5th St,Los Angeles (CA),90001,Dec,19,2019-12-10T19:46:00Z
305439,ThinkPad Laptop,1,999.99,982 South St,New York City (NY),10001,Dec,9,2019-12-09T09:11:00Z
305440,Macbook Pro Laptop,1,1700,712 8th St,New York City (NY),10001,Dec,15,2019-12-28T15:04:00Z
305441,ThinkPad Laptop,1,999.99,588 Main St,Portland (OR),97035,Dec,22,2019-12-03T22:00:00Z
305442,Wired Headphones,1,11.99,737 Jackson St,San Francisco (CA),94016,Dec,18,2019-12-31T18:04:00Z
305443,Apple Airpods Headphones,1,150,12 Walnut St,New York City (NY),10001,Dec,23,2019-12-15T23:08:00Z
305444,Lightning Charging Cable,1,14.95,45 Willow St,Atlanta (GA),30301,Dec,20,2019-12-28T20:35:00Z
305445,Lightning Charging Cable,1,14.95,910 Forest St,San Francisco (CA),94016,Dec,18,2019-12-14T18:46:00Z
305446,AAA Batteries (4-pack),1,2.99,768 Wilson St,New York City (NY),10001,Dec,11,2019-12-08T11:16:00Z
305447,AA Batteries (4-pack),1,3.84,116 9th St,Boston (MA),02215,Dec,11,2019-12-03T11:18:00Z
305448,Wired Headphones,1,11.99,17 Church St,San Francisco (CA),94016,Dec,7,2019-12-19T07:06:00Z
305449,USB-C Charging Cable,1,11.95,375 South St,Los Angeles (CA),90001,Dec,14,2019-12-08T14:20:00Z
305450,Apple Airpods Headphones,1,150,696 Sunset St,Dallas (TX),75001,Dec,22,2019-12-17T22:03:00Z
305451,Macbook Pro Laptop,1,1700,470 Walnut St,San Francisco (CA),94016,Dec,18,2019-12-28T18:22:00Z
305452,AAA Batteries (4-pack),5,2.99,308 Walnut St,New York City (NY),10001,Dec,7,2019-12-16T07:04:00Z
305453,USB-C Charging Cable,1,11.95,400 Adams St,Los Angeles (CA),90001,Dec,14,2019-12-08T14:23:00Z
305454,AAA Batteries (4-pack),1,2.99,891 Cedar St,Los Angeles (CA),90001,Dec,0,2019-12-24T00:15:00Z
305455,27in FHD Monitor,1,149.99,392 Madison St,Portland (OR),97035,Dec,17,2019-12-16T17:36:00Z
305456,USB-C Charging Cable,1,11.95,613 Jackson St,Seattle (WA),98101,Dec,7,2019-12-09T07:40:00Z
305457,Lightning Charging Cable,1,14.95,650 7th St,New York City (NY),10001,Dec,8,2019-12-13T08:32:00Z
305458,AAA Batteries (4-pack),2,2.99,354 6th St,New York City (NY),10001,Dec,17,2019-12-23T17:55:00Z
305459,AAA Batteries (4-pack),1,2.99,864 West St,Dallas (TX),75001,Dec,19,2019-12-24T19:13:00Z
305460,AA Batteries (4-pack),2,3.84,859 Cherry St,New York City (NY),10001,Dec,18,2019-12-08T18:55:00Z
305461,AAA Batteries (4-pack),1,2.99,826 Spruce St,Portland (OR),97035,Dec,18,2019-12-05T18:22:00Z
305462,Apple Airpods Headphones,1,150,826 10th St,San Francisco (CA),94016,Dec,5,2019-12-18T05:43:00Z
305463,Apple Airpods Headphones,1,150,7 Park St,San Francisco (CA),94016,Dec,18,2019-12-16T18:42:00Z
305464,Wired Headphones,2,11.99,927 Ridge St,Boston (MA),02215,Dec,12,2019-12-15T12:42:00Z
305465,Wired Headphones,1,11.99,939 14th St,San Francisco (CA),94016,Dec,17,2019-12-28T17:28:00Z
305466,AA Batteries (4-pack),2,3.84,423 Lake St,New York City (NY),10001,Dec,21,2019-12-07T21:54:00Z
305467,AA Batteries (4-pack),1,3.84,547 South St,Los Angeles (CA),90001,Dec,6,2019-12-10T06:05:00Z
305468,AAA Batteries (4-pack),2,2.99,604 Jackson St,Dallas (TX),75001,Dec,16,2019-12-20T16:29:00Z
305469,ThinkPad Laptop,1,999.99,372 Willow St,San Francisco (CA),94016,Dec,18,2019-12-29T18:07:00Z
305470,Apple Airpods Headphones,1,150,45 Highland St,San Francisco (CA),94016,Dec,21,2019-12-20T21:27:00Z
305471,Apple Airpods Headphones,1,150,909 11th St,Los Angeles (CA),90001,Dec,22,2019-12-06T22:30:00Z
305472,Wired Headphones,1,11.99,499 Jackson St,Austin (TX),73301,Dec,10,2019-12-25T10:00:00Z
305473,Bose SoundSport Headphones,1,99.99,719 2nd St,New York City (NY),10001,Dec,22,2019-12-11T22:08:00Z
305474,27in FHD Monitor,1,149.99,187 Washington St,San Francisco (CA),94016,Dec,14,2019-12-11T14:35:00Z
305475,AA Batteries (4-pack),3,3.84,834 Main St,San Francisco (CA),94016,Dec,20,2019-12-14T20:19:00Z
305476,Flatscreen TV,1,300,255 Center St,Dallas (TX),75001,Dec,11,2019-12-27T11:51:00Z
305477,AAA Batteries (4-pack),2,2.99,39 Adams St,San Francisco (CA),94016,Dec,1,2019-12-10T01:30:00Z
305478,iPhone,1,700,372 Lincoln St,Dallas (TX),75001,Dec,11,2019-12-06T11:52:00Z
305479,Lightning Charging Cable,1,14.95,666 Chestnut St,San Francisco (CA),94016,Dec,13,2019-12-28T13:54:00Z
305480,27in 4K Gaming Monitor,1,389.99,509 Elm St,Dallas (TX),75001,Dec,10,2019-12-24T10:31:00Z
305481,Vareebadd Phone,1,400,69 Chestnut St,Los Angeles (CA),90001,Dec,10,2019-12-31T10:05:00Z
305482,Google Phone,1,600,229 Johnson St,San Francisco (CA),94016,Dec,12,2019-12-10T12:25:00Z
305483,27in FHD Monitor,1,149.99,61 South St,Los Angeles (CA),90001,Dec,8,2019-12-26T08:33:00Z
305484,Apple Airpods Headphones,1,150,426 Main St,Boston (MA),02215,Dec,0,2019-12-22T00:46:00Z
305485,Macbook Pro Laptop,1,1700,971 Maple St,New York City (NY),10001,Dec,5,2019-12-20T05:48:00Z
305486,Apple Airpods Headphones,1,150,896 Jefferson St,Seattle (WA),98101,Dec,19,2019-12-01T19:31:00Z
305487,USB-C Charging Cable,1,11.95,836 Dogwood St,Boston (MA),02215,Dec,9,2019-12-25T09:14:00Z
305488,USB-C Charging Cable,1,11.95,278 Lakeview St,Atlanta (GA),30301,Dec,22,2019-12-13T22:53:00Z
305489,Macbook Pro Laptop,1,1700,933 Adams St,Atlanta (GA),30301,Dec,20,2019-12-29T20:21:00Z
305490,AAA Batteries (4-pack),1,2.99,328 2nd St,Boston (MA),02215,Dec,6,2019-12-07T06:55:00Z
305491,Wired Headphones,1,11.99,378 14th St,San Francisco (CA),94016,Dec,10,2019-12-25T10:18:00Z
305492,USB-C Charging Cable,1,11.95,434 Adams St,Portland (OR),97035,Dec,20,2019-12-29T20:56:00Z
305493,USB-C Charging Cable,1,11.95,775 Lincoln St,New York City (NY),10001,Dec,18,2019-12-30T18:40:00Z
305494,USB-C Charging Cable,1,11.95,10 10th St,New York City (NY),10001,Dec,22,2019-12-15T22:22:00Z
305495,Wired Headphones,1,11.99,151 Maple St,Austin (TX),73301,Dec,12,2019-12-17T12:21:00Z
305496,Apple Airpods Headphones,1,150,416 Washington St,Atlanta (GA),30301,Dec,18,2019-12-21T18:37:00Z
305497,USB-C Charging Cable,1,11.95,764 Hill St,Dallas (TX),75001,Dec,9,2019-12-27T09:56:00Z
305498,AAA Batteries (4-pack),2,2.99,696 12th St,Los Angeles (CA),90001,Dec,9,2019-12-08T09:58:00Z
305498,iPhone,1,700,696 12th St,Los Angeles (CA),90001,Dec,9,2019-12-08T09:58:00Z
305499,Lightning Charging Cable,1,14.95,398 13th St,Atlanta (GA),30301,Dec,8,2019-12-02T08:53:00Z
305500,Wired Headphones,1,11.99,962 Maple St,New York City (NY),10001,Dec,10,2019-12-30T10:32:00Z
305501,iPhone,1,700,330 Willow St,Portland (ME),04101,Dec,21,2019-12-01T21:16:00Z
305502,AAA Batteries (4-pack),1,2.99,920 1st St,Atlanta (GA),30301,Dec,21,2019-12-16T21:08:00Z
305503,AAA Batteries (4-pack),1,2.99,947 Highland St,New York City (NY),10001,Dec,19,2019-12-28T19:21:00Z
305504,USB-C Charging Cable,1,11.95,847 Lincoln St,Austin (TX),73301,Dec,12,2019-12-07T12:01:00Z
305505,USB-C Charging Cable,1,11.95,276 Ridge St,Dallas (TX),75001,Dec,18,2019-12-14T18:30:00Z
305506,USB-C Charging Cable,1,11.95,999 11th St,San Francisco (CA),94016,Dec,16,2019-12-25T16:20:00Z
305507,Google Phone,1,600,846 Sunset St,San Francisco (CA),94016,Dec,14,2019-12-16T14:16:00Z
305508,Bose SoundSport Headphones,1,99.99,420 West St,San Francisco (CA),94016,Dec,17,2019-12-06T17:00:00Z
305509,Bose SoundSport Headphones,1,99.99,936 11th St,Boston (MA),02215,Dec,20,2019-12-30T20:22:00Z
305510,Bose SoundSport Headphones,1,99.99,16 Hill St,Atlanta (GA),30301,Dec,15,2019-12-04T15:26:00Z
305511,Lightning Charging Cable,1,14.95,66 West St,Los Angeles (CA),90001,Dec,18,2019-12-12T18:01:00Z
305512,27in 4K Gaming Monitor,1,389.99,466 Main St,New York City (NY),10001,Dec,12,2019-12-27T12:44:00Z
305513,AAA Batteries (4-pack),1,2.99,406 2nd St,San Francisco (CA),94016,Dec,21,2019-12-02T21:06:00Z
305514,Lightning Charging Cable,1,14.95,492 Lincoln St,Portland (OR),97035,Dec,20,2019-12-01T20:26:00Z
305515,Lightning Charging Cable,1,14.95,403 Jefferson St,Portland (OR),97035,Dec,18,2019-12-14T18:58:00Z
305516,34in Ultrawide Monitor,1,379.99,27 Madison St,Los Angeles (CA),90001,Dec,14,2019-12-24T14:00:00Z
305517,AA Batteries (4-pack),1,3.84,509 1st St,Seattle (WA),98101,Dec,14,2019-12-17T14:26:00Z
305518,Apple Airpods Headphones,1,150,480 8th St,San Francisco (CA),94016,Dec,10,2019-12-09T10:42:00Z
305519,AAA Batteries (4-pack),1,2.99,585 Lakeview St,Seattle (WA),98101,Dec,12,2019-12-25T12:39:00Z
305520,USB-C Charging Cable,1,11.95,470 Forest St,San Francisco (CA),94016,Dec,11,2019-12-21T11:27:00Z
305521,Wired Headphones,1,11.99,999 Maple St,San Francisco (CA),94016,Dec,16,2019-12-20T16:35:00Z
305522,Google Phone,1,600,778 Hill St,Austin (TX),73301,Dec,11,2019-12-18T11:17:00Z
305523,Apple Airpods Headphones,1,150,196 12th St,Portland (OR),97035,Dec,20,2019-12-05T20:16:00Z
305524,USB-C Charging Cable,1,11.95,132 Elm St,Portland (ME),04101,Dec,17,2019-12-10T17:29:00Z
305525,USB-C Charging Cable,1,11.95,928 5th St,Atlanta (GA),30301,Dec,20,2019-12-18T20:07:00Z
305526,USB-C Charging Cable,1,11.95,587 10th St,Dallas (TX),75001,Dec,13,2019-12-17T13:03:00Z
305527,iPhone,1,700,526 12th St,San Francisco (CA),94016,Dec,15,2019-12-26T15:47:00Z
305527,Apple Airpods Headphones,1,150,526 12th St,San Francisco (CA),94016,Dec,15,2019-12-26T15:47:00Z
305528,AAA Batteries (4-pack),3,2.99,659 Highland St,New York City (NY),10001,Dec,7,2019-12-31T07:38:00Z
305529,AAA Batteries (4-pack),2,2.99,118 Park St,Atlanta (GA),30301,Dec,17,2019-12-19T17:27:00Z
305530,Bose SoundSport Headphones,1,99.99,45 Ridge St,Dallas (TX),75001,Dec,15,2019-12-29T15:42:00Z
305531,AA Batteries (4-pack),4,3.84,106 13th St,Los Angeles (CA),90001,Dec,9,2019-12-31T09:37:00Z
305532,AA Batteries (4-pack),1,3.84,465 Forest St,San Francisco (CA),94016,Dec,19,2019-12-17T19:50:00Z
305533,Lightning Charging Cable,1,14.95,147 River St,New York City (NY),10001,Dec,16,2019-12-03T16:32:00Z
305534,27in 4K Gaming Monitor,1,389.99,105 North St,Los Angeles (CA),90001,Dec,15,2019-12-26T15:25:00Z
305535,AA Batteries (4-pack),1,3.84,197 8th St,Boston (MA),02215,Dec,23,2019-12-09T23:03:00Z
305536,AA Batteries (4-pack),2,3.84,85 Washington St,Austin (TX),73301,Dec,18,2019-12-31T18:30:00Z
305537,AA Batteries (4-pack),1,3.84,106 14th St,Boston (MA),02215,Dec,20,2019-12-09T20:28:00Z
305538,Apple Airpods Headphones,1,150,693 1st St,Portland (OR),97035,Jan,1,2020-01-01T01:00:00Z
305539,Apple Airpods Headphones,1,150,944 14th St,San Francisco (CA),94016,Dec,20,2019-12-19T20:21:00Z
305540,Wired Headphones,1,11.99,632 Forest St,San Francisco (CA),94016,Dec,20,2019-12-26T20:05:00Z
305541,AA Batteries (4-pack),1,3.84,582 Spruce St,New York City (NY),10001,Dec,11,2019-12-04T11:46:00Z
305542,Lightning Charging Cable,1,14.95,538 Lincoln St,New York City (NY),10001,Dec,14,2019-12-17T14:19:00Z
305543,AA Batteries (4-pack),2,3.84,715 Forest St,New York City (NY),10001,Dec,13,2019-12-03T13:51:00Z
305544,Flatscreen TV,1,300,982 Adams St,San Francisco (CA),94016,Dec,22,2019-12-13T22:23:00Z
305545,Bose SoundSport Headphones,1,99.99,775 9th St,Boston (MA),02215,Dec,17,2019-12-25T17:02:00Z
305546,AAA Batteries (4-pack),2,2.99,352 Cedar St,Seattle (WA),98101,Dec,21,2019-12-14T21:52:00Z
305547,iPhone,1,700,395 Hill St,Seattle (WA),98101,Dec,9,2019-12-06T09:07:00Z
305548,Lightning Charging Cable,1,14.95,551 Johnson St,San Francisco (CA),94016,Dec,8,2019-12-04T08:22:00Z
305549,20in Monitor,1,109.99,941 Lakeview St,San Francisco (CA),94016,Dec,18,2019-12-18T18:05:00Z
305550,USB-C Charging Cable,1,11.95,178 2nd St,Dallas (TX),75001,Dec,13,2019-12-18T13:01:00Z
305551,USB-C Charging Cable,1,11.95,577 Meadow St,Boston (MA),02215,Dec,19,2019-12-16T19:51:00Z
305552,Google Phone,1,600,897 14th St,Atlanta (GA),30301,Dec,6,2019-12-08T06:11:00Z
305553,AAA Batteries (4-pack),2,2.99,950 Hill St,Boston (MA),02215,Dec,19,2019-12-27T19:06:00Z
305554,iPhone,1,700,347 Center St,Boston (MA),02215,Dec,0,2019-12-13T00:37:00Z
305555,AAA Batteries (4-pack),2,2.99,363 Walnut St,Boston (MA),02215,Dec,19,2019-12-08T19:56:00Z
305556,Vareebadd Phone,1,400,234 Dogwood St,Portland (OR),97035,Dec,21,2019-12-17T21:49:00Z
305556,Wired Headphones,1,11.99,234 Dogwood St,Portland (OR),97035,Dec,21,2019-12-17T21:49:00Z
305557,AAA Batteries (4-pack),1,2.99,47 Cedar St,Portland (OR),97035,Dec,13,2019-12-15T13:04:00Z
305558,AA Batteries (4-pack),1,3.84,295 14th St,New York City (NY),10001,Dec,11,2019-12-15T11:11:00Z
305558,Wired Headphones,1,11.99,295 14th St,New York City (NY),10001,Dec,11,2019-12-15T11:11:00Z
305559,Lightning Charging Cable,1,14.95,100 Hickory St,New York City (NY),10001,Dec,21,2019-12-06T21:25:00Z
305560,34in Ultrawide Monitor,1,379.99,651 Maple St,Austin (TX),73301,Dec,14,2019-12-12T14:52:00Z
305561,27in FHD Monitor,1,149.99,305 South St,Los Angeles (CA),90001,Dec,11,2019-12-08T11:45:00Z
305562,Wired Headphones,2,11.99,336 Highland St,New York City (NY),10001,Dec,8,2019-12-19T08:14:00Z
305563,Lightning Charging Cable,1,14.95,779 11th St,Seattle (WA),98101,Dec,15,2019-12-22T15:37:00Z
305564,Lightning Charging Cable,1,14.95,312 Jefferson St,New York City (NY),10001,Dec,11,2019-12-10T11:52:00Z
305565,Bose SoundSport Headphones,1,99.99,241 Jefferson St,Austin (TX),73301,Dec,10,2019-12-09T10:52:00Z
305566,27in FHD Monitor,1,149.99,730 4th St,San Francisco (CA),94016,Dec,20,2019-12-26T20:53:00Z
305567,AA Batteries (4-pack),1,3.84,590 Jefferson St,Boston (MA),02215,Dec,11,2019-12-25T11:26:00Z
305568,Bose SoundSport Headphones,1,99.99,778 Johnson St,Los Angeles (CA),90001,Dec,11,2019-12-21T11:46:00Z
305569,Wired Headphones,1,11.99,798 Forest St,Austin (TX),73301,Dec,13,2019-12-17T13:37:00Z
305570,USB-C Charging Cable,2,11.95,610 Dogwood St,Los Angeles (CA),90001,Dec,14,2019-12-11T14:19:00Z
305571,Lightning Charging Cable,1,14.95,761 1st St,Atlanta (GA),30301,Dec,9,2019-12-15T09:49:00Z
305572,AAA Batteries (4-pack),2,2.99,257 Lincoln St,Boston (MA),02215,Dec,21,2019-12-27T21:16:00Z
305573,Flatscreen TV,1,300,982 South St,Los Angeles (CA),90001,Dec,13,2019-12-13T13:51:00Z
